HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N0.HOG0001369	OG0001312	-	WP_233543589.1	WP_226803240.1	WP_234346176.1		
N0.HOG0001370	OG0001313	-	WP_240138918.1	WP_226803322.1	WP_234346313.1		
N0.HOG0001371	OG0001314	-	WP_241154581.1	WP_152063287.1	WP_102337599.1		
N0.HOG0001372	OG0001315	-	WP_241154588.1	WP_006722868.1	WP_234346131.1		
N0.HOG0001373	OG0001316	-	WP_241154589.1	WP_152062954.1	WP_102337292.1		
N0.HOG0001374	OG0001317	-	WP_241154593.1	WP_152063648.1	WP_102338454.1		
N0.HOG0001375	OG0001318	-	WP_241154603.1			WP_042431913.1	WP_129425920.1
N0.HOG0001376	OG0001319	-	WP_241154615.1	WP_226803162.1		WP_042432972.1	
N0.HOG0001377	OG0001320	-	WP_241154622.1			WP_042432066.1	WP_129423725.1
N0.HOG0001378	OG0001321	-	WP_241154629.1			WP_042432836.1	WP_129423216.1
N0.HOG0001379	OG0001322	-	WP_241154630.1			WP_202898109.1	WP_129424210.1
N0.HOG0001380	OG0001323	-	WP_241154633.1			WP_042433893.1	WP_129422991.1
N0.HOG0001381	OG0001324	-	WP_241154634.1			WP_081468923.1	WP_129422990.1
N0.HOG0001382	OG0001325	-	WP_241154638.1		WP_102337600.1		WP_129425590.1
N0.HOG0001383	OG0001326	-	WP_241154640.1	WP_152063819.1			WP_129424743.1
N0.HOG0001384	OG0001327	-	WP_241154666.1	WP_193221212.1	WP_234346225.1		
N0.HOG0001385	OG0001328	-		WP_006722365.1	WP_102338311.1, WP_102338466.1		
N0.HOG0001386	OG0001329	-		WP_118272255.1		WP_042435003.1	WP_129423981.1
N0.HOG0001387	OG0001330	-		WP_118272279.1		WP_042432429.1	WP_129423658.1
N0.HOG0001388	OG0001331	-		WP_152062750.1		WP_052297750.1	WP_129423656.1
N0.HOG0001389	OG0001332	-		WP_152062751.1		WP_042432426.1	WP_129423654.1
N0.HOG0001390	OG0001333	-		WP_152062767.1		WP_042435017.1	WP_129423971.1
N0.HOG0001391	OG0001334	-		WP_152062770.1		WP_042435009.1	WP_129423977.1
N0.HOG0001392	OG0001335	-		WP_152062888.1		WP_042435070.1	WP_236648329.1
N0.HOG0001393	OG0001336	-		WP_152062918.1	WP_102338427.1, WP_102337673.1		
N0.HOG0001394	OG0001337	-		WP_152063028.1		WP_042435394.1	WP_129425451.1
N0.HOG0001395	OG0001338	-		WP_152063318.1	WP_234346349.1, WP_102338312.1		
N0.HOG0001396	OG0001339	-		WP_152063588.1	WP_234346363.1	WP_042432961.1	
N0.HOG0001397	OG0001340	-		WP_152063589.1	WP_234346221.1		WP_129423129.1
N0.HOG0001398	OG0001341	-		WP_152063618.1		WP_162096566.1	WP_129424785.1
N0.HOG0001399	OG0001342	-		WP_152063643.1		WP_042435582.1	WP_129424877.1
N0.HOG0001400	OG0001343	-		WP_152063676.1		WP_238318238.1	WP_236648246.1
N0.HOG0001401	OG0001344	-		WP_152063739.1		WP_042433907.1	WP_129422986.1
N0.HOG0001402	OG0001345	-		WP_152063746.1		WP_042433048.1	WP_129423138.1
N0.HOG0001403	OG0001346	-		WP_152063757.1			WP_129425088.1, WP_129425389.1
N0.HOG0001404	OG0001347	-		WP_152063833.1		WP_162096568.1	WP_129425061.1
N0.HOG0001405	OG0001348	-		WP_226803163.1		WP_042432432.1	WP_042432432.1
N0.HOG0001406	OG0001349	-		WP_226803167.1		WP_042435014.1	WP_129423973.1
N0.HOG0001407	OG0001350	-		WP_226803168.1		WP_042435006.1	WP_129423979.1
N0.HOG0001408	OG0001351	-		WP_226803178.1		WP_042434757.1	WP_129424172.1
N0.HOG0001409	OG0001352	-		WP_226803282.1			WP_129424943.1, WP_161566591.1
N0.HOG0001410	OG0001353	-		WP_226803297.1		WP_042433817.1	WP_201738595.1
N0.HOG0001411	OG0001354	-		WP_226803319.1		WP_081468852.1	WP_129423428.1
N0.HOG0001412	OG0001355	-		WP_226803328.1		WP_042432102.1	WP_129425798.1
N0.HOG0001413	OG0001356	-		WP_226803331.1		WP_172596416.1	WP_172596416.1
N0.HOG0001414	OG0001357	-			WP_102337275.1	WP_042436473.1	WP_042436473.1
N0.HOG0001415	OG0001358	-			WP_102337338.1	WP_042432507.1	WP_161566595.1
N0.HOG0001416	OG0001359	-			WP_102337695.1	WP_042433244.1	WP_269089544.1
N0.HOG0001417	OG0001360	-			WP_102337791.1	WP_042435858.1	WP_129425113.1
N0.HOG0001418	OG0001361	-			WP_102338069.1, WP_102337875.1	WP_052297897.1	
N0.HOG0001419	OG0001362	-			WP_102337892.1, WP_102338585.1		WP_129425652.1
N0.HOG0001420	OG0001363	-			WP_102337893.1	WP_042435554.1	WP_129425650.1
N0.HOG0001421	OG0001364	-			WP_102338325.1	WP_042436559.1	WP_129425295.1
N0.HOG0001422	OG0001365	-			WP_159060032.1, WP_102338337.1		WP_129424857.1
N0.HOG0001423	OG0001366	-			WP_159060048.1	WP_081468884.1	WP_129423205.1
N0.HOG0001424	OG0001367	-			WP_159060086.1	WP_202898162.1	WP_201738784.1
N0.HOG0001425	OG0001368	-			WP_234346208.1	WP_052297889.1	WP_129425090.1
N0.HOG0001426	OG0001369	-				WP_015540326.1	WP_129423102.1, WP_129423686.1
N0.HOG0001427	OG0001370	-				WP_042434393.1, WP_042431930.1	WP_129424504.1
N0.HOG0001428	OG0001371	-				WP_042436514.1, WP_042431973.1	WP_129425648.1
N0.HOG0001429	OG0001372	-				WP_042432061.1	WP_129423729.1, WP_129424253.1
N0.HOG0001430	OG0001373	-				WP_042432152.1, WP_042436457.1	WP_129423423.1
N0.HOG0001431	OG0001374	-				WP_042432228.1, WP_042434036.1	WP_129423473.1
N0.HOG0001432	OG0001375	-				WP_042432589.1	WP_129423333.1, WP_129424285.1
N0.HOG0001433	OG0001376	-				WP_042432597.1	WP_129424275.1, WP_129423330.1
N0.HOG0001434	OG0001377	-				WP_042433016.1	WP_129424713.1, WP_129424569.1
N0.HOG0001435	OG0001378	-				WP_042433160.1	WP_129425359.1, WP_129423112.1
N0.HOG0001436	OG0001379	-				WP_042433191.1	WP_117205493.1, WP_129423684.1
N0.HOG0001437	OG0001380	-				WP_162096587.1, WP_042433197.1	WP_101677773.1
N0.HOG0001438	OG0001381	-				WP_042433200.1, WP_042436430.1	WP_075279298.1
N0.HOG0001439	OG0001382	-				WP_042436438.1, WP_042433216.1	WP_101677768.1
N0.HOG0001440	OG0001383	-				WP_042433287.1	WP_129423078.1, WP_129424267.1
N0.HOG0001441	OG0001384	-				WP_042433793.1	WP_129423033.1, WP_129423035.1
N0.HOG0001442	OG0001385	-				WP_042433809.1	WP_129423021.1, WP_129424348.1
N0.HOG0001443	OG0001386	-				WP_042433820.1, WP_042435463.1	WP_129423016.1
N0.HOG0001444	OG0001387	-				WP_042434384.1, WP_042436450.1	WP_129422798.1
N0.HOG0001445	OG0001388	-				WP_042435852.1, WP_042434426.1	WP_129424480.1
N0.HOG0001446	OG0001389	-				WP_042435587.1, WP_042434466.1	WP_129424430.1
N0.HOG0001447	OG0001390	-				WP_042434839.1, WP_042436350.1	WP_129424106.1
N0.HOG0001448	OG0001391	-				WP_042436340.1, WP_042434847.1	WP_129424096.1
N0.HOG0001449	OG0001392	-				WP_238318316.1, WP_042434891.1	WP_129424062.1
N0.HOG0001450	OG0001393	-				WP_042435404.1, WP_042435908.1	WP_129423828.1
N0.HOG0001451	OG0001394	-				WP_042435563.1	WP_129425874.1, WP_236648293.1
N0.HOG0001452	OG0001395	-				WP_222859232.1, WP_042435933.1	WP_236648255.1
N0.HOG0001453	OG0001396	-				WP_052297819.1, WP_042436342.1	WP_161566613.1
N0.HOG0001454	OG0001397	-				WP_202898142.1, WP_042436506.1	WP_201738786.1
N0.HOG0001455	OG0001398	-				WP_042436592.1	WP_129423846.1, WP_129425524.1
N0.HOG0001456	OG0001399	-				WP_042436599.1	WP_129423418.1, WP_129423359.1
N0.HOG0001457	OG0001400	-				WP_052297738.1	WP_201738656.1, WP_161566620.1
N0.HOG0001458	OG0001401	-				WP_052297844.1, WP_081469011.1	WP_269089567.1
N0.HOG0001459	OG0001402	-				WP_052297878.1, WP_148514783.1	WP_161566592.1
N0.HOG0001460	OG0001403	-				WP_052297927.1	WP_201738757.1, WP_129425522.1
N0.HOG0001461	OG0001404	-				WP_202898095.1, WP_052297934.1	WP_129425584.1
N0.HOG0001462	OG0001405	-				WP_081468860.1	WP_129423607.1, WP_129424273.1
N0.HOG0001463	OG0001406	-				WP_081468948.1, WP_162096582.1	WP_129424104.1
N0.HOG0001464	OG0001407	-				WP_162096555.1	WP_161566643.1, WP_129425546.1
N0.HOG0001465	OG0001408	-				WP_202898025.1	WP_129423609.1, WP_129424271.1
N0.HOG0001466	OG0001409	-				WP_202898093.1	WP_201738573.1, WP_129425375.1
N0.HOG0001467	OG0001410	-				WP_238318239.1	WP_129425616.1, WP_236648242.1
N0.HOG0001468	OG0001411	-				WP_238318250.1	WP_129425107.1, WP_129425600.1
N0.HOG0001469	OG0001412	-				WP_238318324.1	WP_129425658.1, WP_236648254.1
N0.HOG0001470	OG0001413	-					WP_129423701.1, WP_129423695.1, WP_129425790.1
N0.HOG0001471	OG0001414	-					WP_129424751.1, WP_129424753.1, WP_129424749.1
N0.HOG0001472	OG0001415	-	WP_006234830.1	WP_152063599.1			
N0.HOG0001473	OG0001416	-	WP_035137751.1			WP_162096562.1	
N0.HOG0001474	OG0001417	-	WP_055252016.1	WP_152062903.1			
N0.HOG0001475	OG0001418	-	WP_117584245.1, WP_055252174.1				
N0.HOG0001476	OG0001419	-	WP_055285379.1	WP_152062728.1			
N0.HOG0001477	OG0001420	-	WP_055310775.1		WP_102337885.1		
N0.HOG0001478	OG0001421	-	WP_089571779.1			WP_042435508.1	
N0.HOG0001479	OG0001422	-	WP_089571781.1			WP_042435511.1	
N0.HOG0001480	OG0001423	-	WP_117563504.1			WP_042435920.1	
N0.HOG0001481	OG0001424	-	WP_117564107.1			WP_238318293.1	
N0.HOG0001482	OG0001425	-	WP_117564875.1		WP_102337734.1		
N0.HOG0001483	OG0001426	-	WP_117583544.1	WP_152063600.1			
N0.HOG0001484	OG0001427	-	WP_117583774.1	WP_152062897.1			
N0.HOG0001485	OG0001428	-	WP_117634215.1		WP_102338006.1		
N0.HOG0001486	OG0001429	-	WP_117637372.1		WP_102338308.1		
N0.HOG0001487	OG0001430	-	WP_117637441.1	WP_152063548.1			
N0.HOG0001488	OG0001431	-	WP_124786376.1, WP_117637477.1				
N0.HOG0001489	OG0001432	-	WP_117640663.1	WP_152062914.1			
N0.HOG0001490	OG0001433	-	WP_117647252.1	WP_152062956.1			
N0.HOG0001491	OG0001434	-	WP_117647479.1			WP_042435922.1	
N0.HOG0001492	OG0001435	-	WP_117648308.1		WP_102337693.1		
N0.HOG0001493	OG0001436	-	WP_117654692.1			WP_042435519.1	
N0.HOG0001494	OG0001437	-	WP_117655540.1			WP_081469008.1	
N0.HOG0001495	OG0001438	-	WP_117716540.1	WP_152062943.1			
N0.HOG0001496	OG0001439	-	WP_117736402.1	WP_152063359.1			
N0.HOG0001497	OG0001440	-	WP_117757836.1	WP_152062892.1			
N0.HOG0001498	OG0001441	-	WP_117757939.1			WP_162096571.1	
N0.HOG0001499	OG0001442	-	WP_117766151.1		WP_234346332.1		
N0.HOG0001500	OG0001443	-	WP_117772848.1		WP_102337747.1		
N0.HOG0001501	OG0001444	-	WP_117772912.1	WP_152063601.1			
N0.HOG0001502	OG0001445	-	WP_117772971.1, WP_197032763.1				
N0.HOG0001503	OG0001446	-	WP_117773020.1			WP_042435500.1	
N0.HOG0001504	OG0001447	-	WP_117773858.1			WP_042436455.1	
N0.HOG0001505	OG0001448	-	WP_117797210.1			WP_081468853.1	
N0.HOG0001506	OG0001449	-	WP_117807058.1			WP_042435575.1	
N0.HOG0001507	OG0001450	-	WP_117820233.1			WP_042435531.1	
N0.HOG0001508	OG0001451	-	WP_117839919.1	WP_193221125.1			
N0.HOG0001509	OG0001452	-	WP_117839921.1	WP_118272377.1			
N0.HOG0001510	OG0001453	-	WP_117839964.1		WP_102337615.1		
N0.HOG0001511	OG0001454	-	WP_117839966.1		WP_102338023.1		
N0.HOG0001512	OG0001455	-	WP_117840160.1		WP_159060077.1		
N0.HOG0001513	OG0001456	-	WP_117840162.1	WP_152063202.1			
N0.HOG0001514	OG0001457	-	WP_117840249.1	WP_152063685.1			
N0.HOG0001515	OG0001458	-	WP_124786619.1, WP_117840323.1				
N0.HOG0001516	OG0001459	-	WP_117840477.1		WP_102337311.1		
N0.HOG0001517	OG0001460	-	WP_117862039.1, WP_124786059.1				
N0.HOG0001518	OG0001461	-	WP_117862211.1, WP_241154635.1				
N0.HOG0001519	OG0001462	-	WP_118094044.1	WP_006723856.1			
N0.HOG0001520	OG0001463	-	WP_118094584.1			WP_052297841.1	
N0.HOG0001521	OG0001464	-	WP_118225780.1			WP_042435514.1	
N0.HOG0001522	OG0001465	-	WP_118372829.1			WP_042436110.1	
N0.HOG0001523	OG0001466	-	WP_124785920.1, WP_124785709.1				
N0.HOG0001524	OG0001467	-	WP_124785712.1			WP_042432980.1	
N0.HOG0001525	OG0001468	-	WP_124785722.1		WP_102337614.1		
N0.HOG0001526	OG0001469	-	WP_124785726.1	WP_152062729.1			
N0.HOG0001527	OG0001470	-	WP_164473264.1, WP_124785728.1				
N0.HOG0001528	OG0001471	-	WP_124785730.1		WP_102338117.1		
N0.HOG0001529	OG0001472	-	WP_124785749.1		WP_159060043.1		
N0.HOG0001530	OG0001473	-	WP_124785762.1, WP_124786608.1				
N0.HOG0001531	OG0001474	-	WP_124785764.1	WP_152063501.1			
N0.HOG0001532	OG0001475	-	WP_164473340.1, WP_124785898.1				
N0.HOG0001533	OG0001476	-	WP_124785964.1	WP_226803338.1			
N0.HOG0001534	OG0001477	-	WP_124785966.1	WP_152063617.1			
N0.HOG0001535	OG0001478	-	WP_124785983.1		WP_102338373.1		
N0.HOG0001536	OG0001479	-	WP_124786010.1, WP_232049564.1				
N0.HOG0001537	OG0001480	-	WP_124786024.1	WP_226803187.1			
N0.HOG0001538	OG0001481	-	WP_124786045.1		WP_102337242.1		
N0.HOG0001539	OG0001482	-	WP_124786336.1, WP_124786051.1				
N0.HOG0001540	OG0001483	-	WP_124786056.1			WP_042434809.1	
N0.HOG0001541	OG0001484	-	WP_124786081.1				WP_269089562.1
N0.HOG0001542	OG0001485	-	WP_124786082.1				WP_129423163.1
N0.HOG0001543	OG0001486	-	WP_124786083.1				WP_129423162.1
N0.HOG0001544	OG0001487	-	WP_124786084.1				WP_129423160.1
N0.HOG0001545	OG0001488	-	WP_124786085.1				WP_129423159.1
N0.HOG0001546	OG0001489	-	WP_124786086.1				WP_161566582.1
N0.HOG0001547	OG0001490	-	WP_124786087.1				WP_129423155.1
N0.HOG0001548	OG0001491	-	WP_124786186.1				WP_129425427.1
N0.HOG0001549	OG0001492	-	WP_124786207.1			WP_042435528.1	
N0.HOG0001550	OG0001493	-	WP_124786208.1			WP_081468985.1	
N0.HOG0001551	OG0001494	-	WP_124786209.1			WP_052297838.1	
N0.HOG0001552	OG0001495	-	WP_124786210.1			WP_042435525.1	
N0.HOG0001553	OG0001496	-	WP_124786212.1			WP_052297837.1	
N0.HOG0001554	OG0001497	-	WP_124786251.1				WP_161566690.1
N0.HOG0001555	OG0001498	-	WP_124786272.1				WP_129425854.1
N0.HOG0001556	OG0001499	-	WP_124786273.1	WP_152063272.1			
N0.HOG0001557	OG0001500	-	WP_124786274.1	WP_152063273.1			
N0.HOG0001558	OG0001501	-	WP_124786339.1	WP_152063750.1			
N0.HOG0001559	OG0001502	-	WP_124786348.1		WP_102337812.1		
N0.HOG0001560	OG0001503	-	WP_124786350.1	WP_152062778.1			
N0.HOG0001561	OG0001504	-	WP_158563734.1, WP_124786364.1				
N0.HOG0001562	OG0001505	-	WP_241154591.1, WP_124786368.1				
N0.HOG0001563	OG0001506	-	WP_124786394.1		WP_102337733.1		
N0.HOG0001564	OG0001507	-	WP_124786399.1	WP_152063338.1			
N0.HOG0001565	OG0001508	-	WP_124786412.1			WP_042435655.1	
N0.HOG0001566	OG0001509	-	WP_124786451.1			WP_042436483.1	
N0.HOG0001567	OG0001510	-	WP_124786452.1, WP_158551295.1				
N0.HOG0001568	OG0001511	-	WP_124786454.1			WP_238318306.1	
N0.HOG0001569	OG0001512	-	WP_124786455.1			WP_238318305.1	
N0.HOG0001570	OG0001513	-	WP_124786459.1			WP_042433030.1	
N0.HOG0001571	OG0001514	-	WP_124786471.1, WP_164473313.1				
N0.HOG0001572	OG0001515	-	WP_124786485.1	WP_152063754.1			
N0.HOG0001573	OG0001516	-	WP_124786502.1		WP_102337546.1		
N0.HOG0001574	OG0001517	-	WP_124786520.1		WP_159060072.1		
N0.HOG0001575	OG0001518	-	WP_124786534.1		WP_102338007.1		
N0.HOG0001576	OG0001519	-	WP_124786537.1			WP_042434399.1	
N0.HOG0001577	OG0001520	-	WP_124786552.1	WP_152062808.1			
N0.HOG0001578	OG0001521	-	WP_124786555.1		WP_102338116.1		
N0.HOG0001579	OG0001522	-	WP_124786556.1		WP_102338114.1		
N0.HOG0001580	OG0001523	-	WP_124786561.1	WP_193221199.1			
N0.HOG0001581	OG0001524	-	WP_124786591.1			WP_042433788.1	
N0.HOG0001582	OG0001525	-	WP_241154619.1, WP_124786595.1				
N0.HOG0001583	OG0001526	-	WP_124786615.1		WP_102338088.1		
N0.HOG0001584	OG0001527	-	WP_124786621.1		WP_102338261.1		
N0.HOG0001585	OG0001528	-	WP_124786709.1			WP_042435534.1	
N0.HOG0001586	OG0001529	-	WP_158558613.1		WP_102338024.1		
N0.HOG0001587	OG0001530	-	WP_158564977.1			WP_042436055.1	
N0.HOG0001588	OG0001531	-	WP_164473274.1	WP_152062893.1			
N0.HOG0001589	OG0001532	-	WP_164473293.1		WP_102338284.1		
N0.HOG0001590	OG0001533	-	WP_164473298.1		WP_159060085.1		
N0.HOG0001591	OG0001534	-	WP_164473303.1			WP_052297840.1	
N0.HOG0001592	OG0001535	-	WP_164473309.1			WP_052297833.1	
N0.HOG0001593	OG0001536	-	WP_164473326.1				WP_129424561.1
N0.HOG0001594	OG0001537	-	WP_206428074.1			WP_042435544.1	
N0.HOG0001595	OG0001538	-	WP_206428083.1		WP_102337692.1		
N0.HOG0001596	OG0001539	-	WP_206428089.1				WP_161566699.1
N0.HOG0001597	OG0001540	-	WP_206428094.1		WP_102338377.1		
N0.HOG0001598	OG0001541	-	WP_206428102.1	WP_193221121.1			
N0.HOG0001599	OG0001542	-	WP_206428116.1				WP_236648238.1
N0.HOG0001600	OG0001543	-	WP_206428142.1			WP_202898160.1	
N0.HOG0001601	OG0001544	-	WP_231501554.1, WP_241154620.1				
N0.HOG0001602	OG0001545	-	WP_233503156.1		WP_159060084.1		
N0.HOG0001603	OG0001546	-	WP_241154570.1			WP_238318296.1	
N0.HOG0001604	OG0001547	-	WP_241154571.1			WP_238318295.1	
N0.HOG0001605	OG0001548	-	WP_241154572.1			WP_238318294.1	
N0.HOG0001606	OG0001549	-	WP_241154573.1			WP_042435522.1	
N0.HOG0001607	OG0001550	-	WP_241154574.1			WP_042435517.1	
N0.HOG0001608	OG0001551	-	WP_241154584.1				WP_161566576.1
N0.HOG0001609	OG0001552	-	WP_241154598.1			WP_042436077.1	
N0.HOG0001610	OG0001553	-	WP_241154600.1	WP_226803353.1			
N0.HOG0001611	OG0001554	-	WP_241154636.1		WP_102337601.1		
N0.HOG0001612	OG0001555	-	WP_241154641.1				WP_129423157.1
N0.HOG0001613	OG0001556	-	WP_241154646.1		WP_159060088.1		
N0.HOG0001614	OG0001557	-	WP_241154651.1		WP_234346160.1		
N0.HOG0001615	OG0001558	-		WP_039910739.1	WP_102337804.1		
N0.HOG0001616	OG0001559	-		WP_118102498.1	WP_102337915.1		
N0.HOG0001617	OG0001560	-		WP_118103794.1	WP_234346115.1		
N0.HOG0001618	OG0001561	-		WP_118271966.1			WP_199408229.1
N0.HOG0001619	OG0001562	-		WP_118272242.1	WP_234346304.1		
N0.HOG0001620	OG0001563	-		WP_152062714.1	WP_102338040.1		
N0.HOG0001621	OG0001564	-		WP_152062756.1	WP_159060054.1		
N0.HOG0001622	OG0001565	-		WP_152062825.1	WP_102337252.1		
N0.HOG0001623	OG0001566	-		WP_152062835.1	WP_234346255.1		
N0.HOG0001624	OG0001567	-		WP_152062849.1		WP_042432107.1	
N0.HOG0001625	OG0001568	-		WP_152062850.1	WP_102338442.1		
N0.HOG0001626	OG0001569	-		WP_152062865.1			WP_129424972.1
N0.HOG0001627	OG0001570	-		WP_152062947.1	WP_234346127.1		
N0.HOG0001628	OG0001571	-		WP_152062952.1, WP_152063610.1			
N0.HOG0001629	OG0001572	-		WP_152062968.1, WP_152063644.1			
N0.HOG0001630	OG0001573	-		WP_152063213.1, WP_152063013.1			
N0.HOG0001631	OG0001574	-		WP_152063016.1, WP_193221152.1			
N0.HOG0001632	OG0001575	-		WP_152063038.1	WP_159060019.1		
N0.HOG0001633	OG0001576	-		WP_152063040.1	WP_102337382.1		
N0.HOG0001634	OG0001577	-		WP_152063041.1	WP_102337383.1		
N0.HOG0001635	OG0001578	-		WP_152063045.1			WP_129425301.1
N0.HOG0001636	OG0001579	-		WP_152063101.1			WP_129425741.1
N0.HOG0001637	OG0001580	-		WP_152063105.1, WP_152063104.1			
N0.HOG0001638	OG0001581	-		WP_152063210.1			WP_129425425.1
N0.HOG0001639	OG0001582	-		WP_152063217.1			WP_269089569.1
N0.HOG0001640	OG0001583	-		WP_152063441.1, WP_152063221.1			
N0.HOG0001641	OG0001584	-		WP_152063252.1	WP_102337540.1		
N0.HOG0001642	OG0001585	-		WP_152063286.1	WP_102337598.1		
N0.HOG0001643	OG0001586	-		WP_152063344.1	WP_199824866.1		
N0.HOG0001644	OG0001587	-		WP_152063465.1, WP_152063464.1			
N0.HOG0001645	OG0001588	-		WP_226803176.1, WP_152063485.1			
N0.HOG0001646	OG0001589	-		WP_152063507.1	WP_199824848.1		
N0.HOG0001647	OG0001590	-		WP_152063534.1		WP_042432733.1	
N0.HOG0001648	OG0001591	-		WP_152063535.1		WP_042436460.1	
N0.HOG0001649	OG0001592	-		WP_152063562.1	WP_102337975.1		
N0.HOG0001650	OG0001593	-		WP_152063564.1		WP_042432861.1	
N0.HOG0001651	OG0001594	-		WP_152063567.1	WP_102337925.1		
N0.HOG0001652	OG0001595	-		WP_152063632.1			WP_129425796.1
N0.HOG0001653	OG0001596	-		WP_152063710.1	WP_102338271.1		
N0.HOG0001654	OG0001597	-		WP_152063743.1	WP_102337244.1		
N0.HOG0001655	OG0001598	-		WP_152063751.1	WP_102338422.1		
N0.HOG0001656	OG0001599	-		WP_152063753.1	WP_102338637.1		
N0.HOG0001657	OG0001600	-		WP_152063778.1		WP_042437092.1	
N0.HOG0001658	OG0001601	-		WP_152063807.1	WP_199824857.1		
N0.HOG0001659	OG0001602	-		WP_182279429.1	WP_199824815.1		
N0.HOG0001660	OG0001603	-		WP_193221131.1	WP_234346198.1		
N0.HOG0001661	OG0001604	-		WP_226803160.1	WP_234346301.1		
N0.HOG0001662	OG0001605	-		WP_226803254.1	WP_234346350.1		
N0.HOG0001663	OG0001606	-		WP_226803327.1	WP_234346224.1		
N0.HOG0001664	OG0001607	-		WP_226803330.1		WP_162096585.1	
N0.HOG0001665	OG0001608	-		WP_226803336.1	WP_102337807.1		
N0.HOG0001666	OG0001609	-		WP_226803349.1		WP_042434039.1	
N0.HOG0001667	OG0001610	-		WP_226803354.1	WP_102337806.1		
N0.HOG0001668	OG0001611	-		WP_226803357.1	WP_102337946.1		
N0.HOG0001669	OG0001612	-			WP_005987409.1		WP_075279303.1
N0.HOG0001670	OG0001613	-			WP_102337416.1		WP_129425071.1
N0.HOG0001671	OG0001614	-			WP_102337577.1, WP_159060023.1		
N0.HOG0001672	OG0001615	-			WP_102337597.1		WP_129425606.1
N0.HOG0001673	OG0001616	-			WP_102337617.1, WP_102337926.1		
N0.HOG0001674	OG0001617	-			WP_102337696.1	WP_042433241.1	
N0.HOG0001675	OG0001618	-			WP_102337820.1		WP_129425912.1
N0.HOG0001676	OG0001619	-			WP_102337843.1, WP_102337845.1		
N0.HOG0001677	OG0001620	-			WP_102337848.1		WP_129425700.1
N0.HOG0001678	OG0001621	-			WP_102338013.1, WP_102338011.1		
N0.HOG0001679	OG0001622	-			WP_102338173.1, WP_102338355.1		
N0.HOG0001680	OG0001623	-			WP_102338206.1, WP_234346299.1		
N0.HOG0001681	OG0001624	-			WP_102338218.1, WP_234346274.1		
N0.HOG0001682	OG0001625	-			WP_102338336.1		WP_129424859.1
N0.HOG0001683	OG0001626	-			WP_108722513.1	WP_238318257.1	
N0.HOG0001684	OG0001627	-			WP_159060014.1		WP_161566656.1
N0.HOG0001685	OG0001628	-			WP_159060016.1	WP_052297879.1	
N0.HOG0001686	OG0001629	-			WP_234346196.1, WP_159060028.1		
N0.HOG0001687	OG0001630	-			WP_159060053.1	WP_042436446.1	
N0.HOG0001688	OG0001631	-			WP_199824864.1		WP_129422937.1
N0.HOG0001689	OG0001632	-			WP_234346213.1		WP_201738654.1
N0.HOG0001690	OG0001633	-			WP_234346263.1	WP_238318319.1	
N0.HOG0001691	OG0001634	-				WP_006234636.1	WP_006234636.1
N0.HOG0001692	OG0001635	-				WP_042432031.1	WP_129423755.1
N0.HOG0001693	OG0001636	-				WP_042432051.1	WP_129423737.1
N0.HOG0001694	OG0001637	-				WP_042432058.1	WP_129423731.1
N0.HOG0001695	OG0001638	-				WP_042432063.1	WP_129423727.1
N0.HOG0001696	OG0001639	-				WP_042432073.1	WP_129423719.1
N0.HOG0001697	OG0001640	-				WP_042432081.1	WP_129423711.1
N0.HOG0001698	OG0001641	-				WP_042432086.1	WP_129423707.1
N0.HOG0001699	OG0001642	-				WP_042432088.1	WP_129423705.1
N0.HOG0001700	OG0001643	-				WP_042432113.1	WP_161566598.1
N0.HOG0001701	OG0001644	-				WP_042432115.1	WP_129423406.1
N0.HOG0001702	OG0001645	-				WP_042432138.1	WP_201738649.1
N0.HOG0001703	OG0001646	-				WP_042432140.1	WP_129423419.1
N0.HOG0001704	OG0001647	-				WP_042432142.1	WP_129423420.1
N0.HOG0001705	OG0001648	-				WP_042432147.1	WP_042432147.1
N0.HOG0001706	OG0001649	-				WP_042432161.1	WP_129423426.1
N0.HOG0001707	OG0001650	-				WP_042432167.1	WP_129423430.1
N0.HOG0001708	OG0001651	-				WP_042432182.1	WP_129423439.1
N0.HOG0001709	OG0001652	-				WP_042432190.1	WP_129423444.1
N0.HOG0001710	OG0001653	-				WP_042432193.1	WP_129423446.1
N0.HOG0001711	OG0001654	-				WP_042432215.1	WP_129423464.1
N0.HOG0001712	OG0001655	-				WP_042432218.1	WP_129423466.1
N0.HOG0001713	OG0001656	-				WP_042432226.1	WP_129423471.1
N0.HOG0001714	OG0001657	-				WP_042432244.1	WP_129423487.1
N0.HOG0001715	OG0001658	-				WP_042432265.1	WP_129423497.1
N0.HOG0001716	OG0001659	-				WP_042432268.1	WP_129423499.1
N0.HOG0001717	OG0001660	-				WP_042432269.1	WP_236648249.1
N0.HOG0001718	OG0001661	-				WP_042432277.1	WP_129423505.1
N0.HOG0001719	OG0001662	-				WP_042432314.1	WP_129426065.1
N0.HOG0001720	OG0001663	-				WP_042432320.1	WP_042432320.1
N0.HOG0001721	OG0001664	-				WP_042432329.1	WP_129423553.1
N0.HOG0001722	OG0001665	-				WP_042432337.1	WP_129423559.1
N0.HOG0001723	OG0001666	-				WP_042432339.1	WP_129423561.1
